#         t          x          y          z         vx         vy         vz
      0.000    -98.600   -119.990   -127.780    -28.430    173.920     93.230
      0.010    -98.881   -118.247   -126.843    -27.736    174.765     94.133
      0.020    -99.155   -116.495   -125.897    -27.026    175.613     95.046
      0.030    -99.421   -114.734   -124.942    -26.301    176.465     95.970
      0.040    -99.681   -112.965   -123.978    -25.559    177.322     96.906
      0.050    -99.932   -111.188   -123.004    -24.800    178.181     97.853
      0.060   -100.177   -109.402   -122.021    -24.024    179.045     98.812
      0.070   -100.413   -107.607   -121.028    -23.231    179.912     99.782
      0.080   -100.641   -105.803   -120.025    -22.418    180.782    100.765
      0.090   -100.861   -103.991   -119.012    -21.587    181.656    101.760
      0.100   -101.073   -102.170   -117.990    -20.737    182.533    102.767
      0.110   -101.276   -100.341   -116.957    -19.866    183.412    103.787
      0.120   -101.470    -98.502   -115.914    -18.975    184.295    104.821
      0.130   -101.655    -96.655   -114.860    -18.063    185.181    105.867
      0.140   -101.831    -94.798   -113.797    -17.129    186.069    106.926
      0.150   -101.998    -92.933   -112.722    -16.173    186.959    108.000
      0.160   -102.154    -91.059   -111.636    -15.193    187.852    109.087
      0.170   -102.301    -89.176   -110.540    -14.190    188.746    110.188
      0.180   -102.438    -87.284   -109.433    -13.162    189.642    111.303
      0.190   -102.564    -85.383   -108.314    -12.109    190.539    112.433
      0.200   -102.680    -83.474   -107.184    -11.030    191.438    113.578
      0.210   -102.785    -81.555   -106.042     -9.923    192.337    114.738
      0.220   -102.878    -79.627   -104.889     -8.789    193.237    115.913
      0.230   -102.961    -77.690   -103.724     -7.627    194.137    117.104
      0.240   -103.031    -75.744   -102.547     -6.435    195.036    118.310
      0.250   -103.089    -73.789   -101.358     -5.213    195.935    119.533
      0.260   -103.135    -71.825   -100.156     -3.959    196.832    120.771
      0.270   -103.168    -69.853    -98.942     -2.673    197.728    122.026
      0.280   -103.188    -67.871    -97.716     -1.354    198.621    123.298
      0.290   -103.195    -65.880    -96.476     -0.000    199.511    124.586
      0.300   -103.188    -63.881    -95.224      1.389    200.398    125.891
      0.310   -103.167    -61.872    -93.958      2.815    201.281    127.214
      0.320   -103.132    -59.855    -92.679      4.278    202.158    128.554
      0.330   -103.081    -57.829    -91.387      5.781    203.030    129.912
      0.340   -103.016    -55.794    -90.081      7.323    203.896    131.287
      0.350   -102.935    -53.751    -88.761      8.907    204.754    132.680
      0.360   -102.837    -51.699    -87.427     10.534    205.603    134.091
      0.370   -102.724    -49.639    -86.079     12.205    206.443    135.520
      0.380   -102.593    -47.571    -84.717     13.921    207.273    136.966
      0.390   -102.445    -45.494    -83.340     15.684    208.090    138.431
      0.400   -102.279    -43.409    -81.948     17.496    208.895    139.914
      0.410   -102.095    -41.316    -80.542     19.357    209.685    141.415
      0.420   -101.892    -39.215    -79.120     21.270    210.459    142.934
      0.430   -101.669    -37.107    -77.683     23.235    211.215    144.471
      0.440   -101.427    -34.991    -76.230     25.255    211.952    146.024
      0.450   -101.164    -32.868    -74.762     27.331    212.668    147.596
      0.460   -100.880    -30.738    -73.278     29.464    213.361    149.184
      0.470   -100.574    -28.601    -71.778     31.657    214.029    150.788
      0.480   -100.246    -26.457    -70.262     33.910    214.670    152.409
      0.490    -99.896    -24.308    -68.730     36.226    215.282    154.045
      0.500    -99.522    -22.152    -67.181     38.606    215.861    155.696
      0.510    -99.123    -19.991    -65.616     41.052    216.405    157.361
      0.520    -98.700    -17.824    -64.034     43.565    216.912    159.038
      0.530    -98.252    -15.653    -62.435     46.146    217.378    160.728
      0.540    -97.777    -13.477    -60.820     48.798    217.800    162.429
      0.550    -97.275    -11.297    -59.187     51.521    218.176    164.139
      0.560    -96.746     -9.113    -57.537     54.317    218.501    165.857
      0.570    -96.189     -6.927    -55.870     57.188    218.771    167.582
      0.580    -95.602     -4.738    -54.185     60.133    218.983    169.311
      0.590    -94.986     -2.548    -52.483     63.155    219.133    171.042
      0.600    -94.339     -0.356    -50.764     66.253    219.216    172.774
      0.610    -93.660      1.836    -49.028     69.429    219.228    174.503
      0.620    -92.950      4.028    -47.274     72.682    219.164    176.227
      0.630    -92.206      6.219    -45.503     76.013    219.020    177.944
      0.640    -91.429      8.408    -43.715     79.420    218.790    179.648
      0.650    -90.617     10.595    -41.910     82.905    218.469    181.338
      0.660    -89.770     12.777    -40.089     86.464    218.053    183.010
      0.670    -88.888     14.955    -38.250     90.098    217.536    184.658
      0.680    -87.968     17.127    -36.396     93.803    216.913    186.280
      0.690    -87.011     19.293    -34.525     97.577    216.178    187.869
      0.700    -86.016     21.450    -32.639    101.417    215.326    189.422
      0.710    -84.983     23.599    -30.737    105.320    214.353    190.933
      0.720    -83.910     25.737    -28.820    109.281    213.253    192.397
      0.730    -82.797     27.863    -26.889    113.295    212.022    193.808
      0.740    -81.643     29.976    -24.944    117.356    210.655    195.161
      0.750    -80.449     32.076    -22.986    121.458    209.149    196.448
      0.760    -79.214     34.159    -21.016    125.594    207.500    197.666
      0.770    -77.937     36.225    -19.033    129.755    205.706    198.807
      0.780    -76.619     38.272    -17.040    133.935    203.763    199.865
      0.790    -75.259     40.299    -15.036    138.122    201.672    200.836
      0.800    -73.856     42.305    -13.024    142.308    199.430    201.712
      0.810    -72.413     44.287    -11.003    146.482    197.039    202.489
      0.820    -70.927     46.245     -8.974    150.634    194.500    203.161
      0.830    -69.400     48.176     -6.940    154.753    191.815    203.725
      0.840    -67.832     50.080     -4.900    158.827    188.987    204.175
      0.850    -66.224     51.955     -2.857    162.845    186.020    204.509
      0.860    -64.576     53.800     -0.811    166.795    182.920    204.721
      0.870    -62.888     55.613      1.237    170.668    179.694    204.798
      0.880    -61.163     57.393      3.284    174.448    176.351    204.689
      0.890    -59.400     59.140      5.330    178.125    172.901    204.448
      0.900    -57.601     60.851      7.373    181.689    169.353    204.084
      0.910    -55.767     62.526      9.411    185.130    165.717    203.600
      0.920    -53.899     64.165     11.444    188.443    162.003    202.997
      0.930    -51.998     65.766     13.470    191.619    158.222    202.280
      0.940    -50.067     67.329     15.489    194.653    154.384    201.451
      0.950    -48.106     68.854     17.499    197.541    150.501    200.516
      0.960    -46.117     70.339     19.499    200.279    146.582    199.479
      0.970    -44.101     71.785     21.488    202.864    142.639    198.346
      0.980    -42.061     73.192     23.465    205.296    138.681    197.122
      0.990    -39.996     74.559     25.430    207.573    134.718    195.814
      1.000    -37.910     75.886     27.381    209.696    130.761    194.427
      1.010    -35.803     77.174     29.318    211.667    126.816    192.967
      1.020    -33.677     78.422     31.240    213.486    122.893    191.442
      1.030    -31.534     79.632     33.147    215.158    119.000    189.857
      1.040    -29.375     80.803     35.037    216.686    115.142    188.219
      1.050    -27.201     81.935     36.911    218.073    111.327    186.533
      1.060    -25.014     83.029     38.767    219.324    107.560    184.805
      1.070    -22.815     84.086     40.607    220.443    103.845    183.041
      1.080    -20.606     85.107     42.428    221.435    100.187    181.247
      1.090    -18.387     86.091     44.231    222.306     96.590    179.426
      1.100    -16.160     87.039     46.017    223.061     93.057    177.584
      1.110    -13.926     87.952     47.783    223.705     89.590    175.726
      1.120    -11.687     88.831     49.531    224.243     86.191    173.855
      1.130     -9.442     89.676     51.260    224.681     82.862    171.976
      1.140     -7.194     90.488     52.970    225.024     79.604    170.091
      1.150     -4.942     91.269     54.662    225.277     76.418    168.204
      1.160     -2.688     92.017     56.335    225.446     73.305    166.319
      1.170     -0.434     92.735     57.988    225.534     70.264    164.437
      1.180      1.822     93.423     59.623    225.548     67.295    162.562
      1.190      4.077     94.081     61.240    225.492     64.398    160.694
      1.200      6.331     94.711     62.837    225.369     61.572    158.837
      1.210      8.584     95.313     64.416    225.185     58.817    156.993
      1.220     10.835     95.888     65.977    224.943     56.132    155.161
      1.230     13.083     96.436     67.520    224.648     53.515    153.345
      1.240     15.328     96.958     69.044    224.302     50.966    151.545
      1.250     17.569     97.456     70.551    223.909     48.483    149.762
      1.260     19.805     97.928     72.040    223.473     46.064    147.998
      1.270     22.038     98.377     73.511    222.997     43.709    146.252
      1.280     24.265     98.803     74.965    222.483     41.416    144.526
      1.290     26.487     99.206     76.401    221.935     39.184    142.819
      1.300     28.704     99.587     77.821    221.355     37.011    141.134
      1.310     30.914     99.946     79.224    220.745     34.895    139.469
      1.320     33.119    100.285     80.611    220.108     32.835    137.825
      1.330     35.316    100.603     81.981    219.446     30.830    136.203
      1.340     37.507    100.902     83.335    218.761     28.878    134.602
      1.350     39.691    101.181     84.673    218.054     26.978    133.022
      1.360     41.868    101.442     85.995    217.328     25.128    131.464
      1.370     44.038    101.684     87.302    216.585     23.326    129.928
      1.380     46.200    101.909     88.594    215.825     21.572    128.412
      1.390     48.354    102.116     89.871    215.051     19.864    126.919
      1.400     50.501    102.306     91.132    214.263     18.200    125.446
      1.410     52.640    102.480     92.380    213.463     16.580    123.995
      1.420     54.770    102.638     93.612    212.652     15.001    122.564
      1.430     56.893    102.780     94.831    211.832     13.463    121.154
      1.440     59.007    102.907     96.036    211.002     11.965    119.764
      1.450     61.113    103.020     97.226    210.165     10.505    118.394
      1.460     63.210    103.118     98.404    209.321      9.082    117.044
      1.470     65.299    103.201     99.567    208.471      7.695    115.714
      1.480     67.379    103.272    100.718    207.615      6.343    114.403
      1.490     69.451    103.329    101.856    206.755      5.025    113.111
      1.500     71.514    103.372    102.980    205.892      3.740    111.838
      1.510     73.569    103.403    104.092    205.024      2.486    110.584
      1.520     75.615    103.422    105.192    204.155      1.264    109.347
      1.530     77.652    103.429    106.279    203.283      0.071    108.129
      1.540     79.681    103.424    107.355    202.409     -1.092    106.928
      1.550     81.700    103.407    108.418    201.534     -2.228    105.744
      1.560     83.711    103.379    109.470    200.659     -3.336    104.577
      1.570     85.713    103.341    110.510    199.783     -4.417    103.427
      1.580     87.707    103.291    111.538    198.908     -5.473    102.293
      1.590     89.692    103.231    112.556    198.032     -6.504    101.175
      1.600     91.668    103.161    113.562    197.158     -7.510    100.073
      1.610     93.635    103.081    114.557    196.284     -8.493     98.987
      1.620     95.593    102.991    115.542    195.412     -9.453     97.915
      1.630     97.543    102.892    116.516    194.542    -10.391     96.859
      1.640     99.484    102.784    117.479    193.673    -11.308     95.817
      1.650    101.416    102.666    118.432    192.806    -12.203     94.789
      1.660    103.340    102.540    119.375    191.941    -13.079     93.776
      1.670    105.255    102.405    120.308    191.079    -13.934     92.776
      1.680    107.162    102.261    121.230    190.220    -14.770     91.790
      1.690    109.060    102.109    122.143    189.363    -15.588     90.817
      1.700    110.949    101.950    123.047    188.509    -16.387     89.857
      1.710    112.830    101.782    123.941    187.658    -17.169     88.909
      1.720    114.702    101.606    124.825    186.810    -17.934     87.975
      1.730    116.566    101.423    125.700    185.966    -18.682     87.052
      1.740    118.422    101.233    126.566    185.125    -19.414     86.142
      1.750    120.269    101.035    127.423    184.287    -20.130     85.243
      1.760    122.107    100.830    128.271    183.453    -20.831     84.356
      1.770    123.938    100.618    129.110    182.622    -21.517     83.481
      1.780    125.760    100.400    129.941    181.795    -22.188     82.616
      1.790    127.574    100.175    130.763    180.972    -22.846     81.763
      1.800    129.379     99.943    131.576    180.152    -23.489     80.920
      1.810    131.177     99.705    132.381    179.336    -24.119     80.088
      1.820    132.966     99.461    133.178    178.525    -24.736     79.266
      1.830    134.747     99.210    133.966    177.717    -25.341     78.454
      1.840    136.520     98.954    134.747    176.913    -25.933     77.652
      1.850    138.286     98.692    135.520    176.113    -26.512     76.860
      1.860    140.043     98.424    136.284    175.317    -27.081     76.077
      1.870    141.792     98.150    137.041    174.525    -27.637     75.304
      1.880    143.533     97.871    137.790    173.737    -28.183     74.540
      1.890    145.267     97.587    138.532    172.953    -28.717     73.785
      1.900    146.992     97.297    139.266    172.173    -29.241     73.039
      1.910    148.710     97.002    139.993    171.397    -29.755     72.301
      1.920    150.420     96.702    140.712    170.625    -30.258     71.572
      1.930    152.123     96.397    141.424    169.857    -30.752     70.852
      1.940    153.817     96.087    142.129    169.093    -31.236     70.139
      1.950    155.504     95.772    142.827    168.333    -31.711     69.435
      1.960    157.184     95.453    143.518    167.578    -32.176     68.739
      1.970    158.856     95.129    144.202    166.826    -32.633     68.051
      1.980    160.521     94.800    144.879    166.078    -33.080     67.370
      1.990    162.178     94.467    145.549    165.334    -33.520     66.697
      2.000    163.827     94.130    146.213    164.595    -33.951     66.031
      2.010    165.470     93.788    146.870    163.859    -34.373     65.372
      2.020    167.104     93.442    147.520    163.127    -34.788     64.721
      2.030    168.732     93.092    148.164    162.399    -35.195     64.076
      2.040    170.352     92.738    148.802    161.675    -35.595     63.439
      2.050    171.966     92.380    149.433    160.955    -35.987     62.808
      2.060    173.572     92.019    150.058    160.239    -36.371     62.184
      2.070    175.170     91.653    150.677    159.526    -36.749     61.566
      2.080    176.762     91.284    151.290    158.818    -37.120     60.955
      2.090    178.347     90.911    151.896    158.113    -37.484     60.350
      2.100    179.924     90.534    152.497    157.412    -37.841     59.751
      2.110    181.495     90.154    153.091    156.715    -38.192     59.159
      2.120    183.059     89.770    153.680    156.021    -38.536     58.572
      2.130    184.615     89.383    154.263    155.331    -38.875     57.992
      2.140    186.165     88.993    154.840    154.645    -39.207     57.417
      2.150    187.708     88.599    155.411    153.963    -39.533     56.848
      2.160    189.245     88.202    155.977    153.284    -39.853     56.284
      2.170    190.774     87.802    156.537    152.609    -40.168     55.726
      2.180    192.297     87.399    157.091    151.937    -40.477     55.174
      2.190    193.813     86.993    157.640    151.269    -40.781     54.626
      2.200    195.322     86.583    158.184    150.604    -41.079     54.084
      2.210    196.825     86.171    158.722    149.943    -41.372     53.548
      2.220    198.321     85.756    159.255    149.286    -41.660     53.016
      2.230    199.811     85.338    159.782    148.631    -41.943     52.489
      2.240    201.294     84.917    160.305    147.981    -42.221     51.967
      2.250    202.770     84.493    160.822    147.333    -42.494     51.450
      2.260    204.240     84.067    161.334    146.689    -42.763     50.938
      2.270    205.704     83.638    161.840    146.048    -43.026     50.431
      2.280    207.161     83.207    162.342    145.411    -43.286     49.928
      2.290    208.612     82.772    162.839    144.777    -43.540     49.430
      2.300    210.057     82.336    163.331    144.146    -43.791     48.936
      2.310    211.495     81.897    163.818    143.518    -44.037     48.447
      2.320    212.927     81.455    164.300    142.893    -44.278     47.962
      2.330    214.353     81.011    164.777    142.272    -44.516     47.481
      2.340    215.773     80.565    165.249    141.654    -44.750     47.005
      2.350    217.186     80.116    165.717    141.039    -44.980     46.533
      2.360    218.594     79.665    166.180    140.427    -45.205     46.064
      2.370    219.995     79.212    166.638    139.817    -45.427     45.600
      2.380    221.390     78.757    167.092    139.211    -45.646     45.140
      2.390    222.779     78.299    167.541    138.608    -45.860     44.684
      2.400    224.162     77.840    167.986    138.008    -46.071     44.231
      2.410    225.539     77.378    168.426    137.411    -46.278     43.783
      2.420    226.910     76.914    168.862    136.817    -46.482     43.338
      2.430    228.276     76.448    169.293    136.226    -46.683     42.897
      2.440    229.635     75.980    169.719    135.637    -46.880     42.460
      2.450    230.988     75.511    170.142    135.051    -47.073     42.026
      2.460    232.336     75.039    170.560    134.469    -47.264     41.595
      2.470    233.678     74.565    170.974    133.889    -47.451     41.169
      2.480    235.014     74.090    171.383    133.311    -47.636     40.745
      2.490    236.344     73.613    171.789    132.737    -47.817     40.325
      2.500    237.668     73.134    172.190    132.165    -47.995     39.909
      2.510    238.987     72.653    172.587    131.596    -48.170     39.495
      2.520    240.300     72.170    172.980    131.029    -48.342     39.085
      2.530    241.608     71.686    173.369    130.465    -48.512     38.678
      2.540    242.910     71.200    173.753    129.904    -48.678     38.275
      2.550    244.206     70.712    174.134    129.345    -48.842     37.874
      2.560    245.497     70.223    174.511    128.789    -49.003     37.477
      2.570    246.782     69.732    174.884    128.235    -49.161     37.082
      2.580    248.061     69.240    175.253    127.684    -49.317     36.691
      2.590    249.335     68.746    175.618    127.136    -49.470     36.302
      2.600    250.604     68.251    175.979    126.589    -49.621     35.917
      2.610    251.867     67.754    176.336    126.046    -49.769     35.534
      2.620    253.125     67.255    176.689    125.504    -49.914     35.154
      2.630    254.377     66.755    177.039    124.965    -50.058     34.777
      2.640    255.624     66.254    177.385    124.429    -50.198     34.403
      2.650    256.866     65.751    177.727    123.895    -50.337     34.031
      2.660    258.102     65.247    178.066    123.363    -50.473     33.663
      2.670    259.333     64.742    178.400    122.833    -50.607     33.297
      2.680    260.559     64.235    178.731    122.306    -50.738     32.933
      2.690    261.779     63.727    179.059    121.781    -50.868     32.572
      2.700    262.995     63.218    179.383    121.259    -50.995     32.214
      2.710    264.205     62.707    179.703    120.738    -51.120     31.858
      2.720    265.409     62.195    180.020    120.220    -51.243     31.505
      2.730    266.609     61.682    180.333    119.704    -51.364     31.154
      2.740    267.803     61.168    180.643    119.190    -51.483     30.806
      2.750    268.993     60.653    180.950    118.678    -51.600     30.460
      2.760    270.177     60.136    181.252    118.168    -51.715     30.116
      2.770    271.356     59.618    181.552    117.661    -51.828     29.775
      2.780    272.530     59.100    181.848    117.155    -51.939     29.436
      2.790    273.699     58.580    182.141    116.652    -52.048     29.099
      2.800    274.863     58.059    182.430    116.151    -52.155     28.765
      2.810    276.022     57.537    182.716    115.651    -52.261     28.433
      2.820    277.176     57.013    182.999    115.154    -52.365     28.103
      2.830    278.325     56.489    183.278    114.659    -52.466     27.775
      2.840    279.469     55.964    183.554    114.166    -52.567     27.450
      2.850    280.609     55.438    183.827    113.674    -52.665     27.127
      2.860    281.743     54.911    184.097    113.185    -52.762     26.805
      2.870    282.872     54.383    184.363    112.697    -52.857     26.486
      2.880    283.997     53.854    184.626    112.212    -52.950     26.169
      2.890    285.117     53.324    184.887    111.728    -53.042     25.854
      2.900    286.231     52.793    185.143    111.246    -53.132     25.541
      2.910    287.342     52.261    185.397    110.766    -53.220     25.230
      2.920    288.447     51.728    185.648    110.288    -53.307     24.921
      2.930    289.547     51.195    185.896    109.812    -53.393     24.613
      2.940    290.643     50.661    186.140    109.338    -53.477     24.308
      2.950    291.734     50.125    186.382    108.865    -53.559     24.005
      2.960    292.820     49.589    186.620    108.394    -53.640     23.703
      2.970    293.902     49.053    186.856    107.925    -53.719     23.404
      2.980    294.979     48.515    187.089    107.457    -53.797     23.106
      2.990    296.051     47.977    187.318    106.992    -53.874     22.810
      3.000    297.119     47.438    187.545    106.528    -53.949     22.516
      3.010    298.182     46.898    187.768    106.066    -54.023     22.224
      3.020    299.240     46.357    187.989    105.605    -54.095     21.933
      3.030    300.294     45.816    188.207    105.146    -54.166     21.644
      3.040    301.343     45.274    188.422    104.689    -54.236     21.357
      3.050    302.388     44.731    188.634    104.233    -54.305     21.071
      3.060    303.428     44.188    188.844    103.779    -54.372     20.788
      3.070    304.463     43.644    189.050    103.327    -54.438     20.506
      3.080    305.494     43.099    189.254    102.876    -54.502     20.225
      3.090    306.521     42.554    189.455    102.427    -54.566     19.946
      3.100    307.543     42.008    189.653    101.979    -54.628     19.669
      3.110    308.560     41.461    189.848    101.533    -54.689     19.393
      3.120    309.573     40.914    190.041    101.089    -54.748     19.119
      3.130    310.582     40.366    190.230    100.646    -54.807     18.847
      3.140    311.586     39.818    190.417    100.204    -54.864     18.576
      3.150    312.586     39.269    190.602     99.764    -54.921     18.307
      3.160    313.582     38.719    190.784     99.326    -54.976     18.039
